Index,init_distance,안전센터/소방서이름
0,1.1800028883177358,대전-탄방-119 안전센터
1,1.4823617684425943,대전-태평-119 안전센터
2,1.6955326335387975,대전-둔산-119 안전센터
3,1.9641219292157537,대전-갈마-119 안전센터
4,1.9649762394909853,둔산소방서
5,2.850976861551828,대전-문화-119 안전센터
6,2.970193869082537,대전-삼성-119 안전센터
7,3.18355320085657,대전-월평-119 안전센터
8,3.357603994671119,대전-산성-119 안전센터
9,3.4228310301861677,서부소방서
10,3.4692581136644693,대전-복수-119 안전센터
11,3.8151329018933042,대전-대화-119 안전센터
12,4.11542814857206,대전-부사-119 안전센터
13,4.27220745190815,대전-원동-119 안전센터
14,4.384238250498352,동부소방서
15,4.528996958637151,대전-가수원-119 안전센터
16,4.628280660082827,대전-궁동-119 안전센터
17,4.68506409769066,대전-도룡-119 안전센터
18,4.6911319166507415,유성소방서
19,4.760925205461995,대전-가양-119 안전센터
20,5.286060561177047,대전-법동-119 안전센터
21,5.291682700465842,대덕소방서
22,5.489533383384277,대전-구암-119 안전센터
23,5.561215866902177,대전-송촌-119 안전센터
24,6.5715855154866105,대전-용운-119 안전센터
25,7.037091440036724,대전-전민-119 안전센터
26,7.277369736039387,대전-노은-119 안전센터
27,8.06762023699034,대전-원내-119 안전센터
28,9.373923070104192,대전-산내-119 안전센터
29,11.778397760100287,대전-덕암-119 안전센터
