,0,1,2,3,4,5,6,7
0,0.0,10.66,13.49,14.68,15.2,18.23,13.29,24.64
1,10.67,0.0,3.0,5.48,5.41,7.74,12.49,34.34
2,13.37,2.87,0.0,6.61,3.85,5.54,14.67,37.8
3,14.71,5.49,6.7,0.0,4.55,6.23,9.22,38.38
4,15.5,5.0,3.11,4.68,0.0,3.26,14.32,40.61
5,18.19,7.69,5.5,6.2,3.22,0.0,14.9,43.63
6,13.41,12.59,14.69,9.3,13.84,14.95,0.0,39.42
7,25.0,33.71,36.82,37.73,40.56,42.63,38.3,0.0
