,0,1,2,3,4,5,6
0,0.0,13.29,20.17,21.21,18.23,28.22,24.64
1,13.41,0.0,7.12,18.64,14.95,23.14,39.42
2,19.97,7.35,0.0,15.84,12.4,20.34,42.22
3,20.98,18.95,14.02,0.0,26.42,5.69,30.84
4,18.19,14.9,12.73,26.19,0.0,30.68,43.63
5,25.2,23.17,18.24,5.65,30.65,0.0,26.87
6,25.0,38.3,40.96,30.59,42.63,26.04,0.0
