Index,init_distance,안전센터/소방서이름
0,0.7122353460937575,대전-전민-119 안전센터
1,2.6685937276211704,유성소방서
2,2.6767810270773342,대전-도룡-119 안전센터
3,3.0297653243674616,대전-대화-119 안전센터
4,3.292759892435259,대덕소방서
5,3.3081360610447814,대전-법동-119 안전센터
6,4.799564670581461,대전-둔산-119 안전센터
7,4.83139144401995,대전-송촌-119 안전센터
8,4.915923961422671,대전-월평-119 안전센터
9,5.224812360809201,대전-탄방-119 안전센터
10,5.493150511512665,대전-덕암-119 안전센터
11,5.803170547330445,대전-갈마-119 안전센터
12,5.803659720170691,둔산소방서
13,5.87210007387075,대전-궁동-119 안전센터
14,5.957192538824324,대전-문평-119 안전센터
15,6.1206941140167315,대전-가양-119 안전센터
16,6.147966485981987,대전-삼성-119 안전센터
17,6.568053016379012,동부소방서
18,7.655535699667929,대전-태평-119 안전센터
19,7.8594642445137275,대전-부사-119 안전센터
20,8.12735700644371,대전-노은-119 안전센터
21,8.239460895478272,대전-구암-119 안전센터
22,8.27299505041782,대전-문화-119 안전센터
23,8.696091051792587,대전-용운-119 안전센터
24,8.81906957001493,대전-원동-119 안전센터
25,9.551416066057497,대전-산성-119 안전센터
26,9.691490257970361,서부소방서
27,9.741146104037744,대전-복수-119 안전센터
28,10.39561485335346,대전-가수원-119 안전센터
29,13.563793796692725,대전-원내-119 안전센터
