,0,1,2,3,4,5,6
0,0.0,13.29,14.68,20.17,21.21,18.23,24.64
1,13.41,0.0,9.3,7.12,18.64,14.95,39.42
2,14.71,9.22,0.0,7.35,20.86,6.23,38.38
3,19.97,7.35,6.58,0.0,15.84,12.4,42.22
4,20.98,18.95,20.6,14.02,0.0,26.42,30.84
5,18.19,14.9,6.2,12.73,26.19,0.0,43.63
6,25.0,38.3,37.73,40.96,30.59,42.63,0.0
