,0,1,2,3,4,5
0,0.0,3.68,5.71,4.16,4.23,40.45
1,3.09,0.0,6.05,2.08,3.26,40.61
2,4.82,5.72,0.0,5.22,4.8,45.68
3,3.57,2.08,5.57,0.0,1.83,41.85
4,3.67,3.22,5.08,1.79,0.0,43.63
5,39.04,40.56,46.0,40.84,42.63,0.0
