,0,1,2,3,4
0,0.0,2.08,3.54,3.26,40.61
1,2.08,0.0,2.3,1.83,41.85
2,3.74,2.29,0.0,3.78,40.24
3,3.22,1.79,3.79,0.0,43.63
4,40.56,40.84,39.25,42.63,0.0
