,0,1,2,3,4
0,0.0,4.8,4.82,4.4,45.68
1,5.08,0.0,3.67,8.16,43.63
2,5.71,4.23,0.0,8.4,40.45
3,3.42,7.91,7.94,0.0,45.63
4,46.0,42.63,39.04,48.75,0.0
