Index,init_distance,안전센터/소방서이름
0,2.414284997442844,대전-노은-119 안전센터
1,3.3041492183135093,공주소방서-동학사-119 안전센터
2,4.0892562003259405,대전-구암-119 안전센터
3,5.236935802446525,대전-궁동-119 안전센터
4,6.904493758485308,대전-월평-119 안전센터
5,7.571869433693125,둔산소방서
6,7.572866962187863,대전-갈마-119 안전센터
7,8.01270150029957,대전-도룡-119 안전센터
8,8.018579334866935,유성소방서
9,8.628477221617072,대전-가수원-119 안전센터
10,8.696818246682636,대전-둔산-119 안전센터
11,8.873361591082174,대전-원내-119 안전센터
12,9.684851494939341,대전-탄방-119 안전센터
13,9.806203877944153,서부소방서
14,9.842278896403055,대전-복수-119 안전센터
15,10.47230795588923,대전-태평-119 안전센터
16,10.78046172569597,대전-대화-119 안전센터
17,10.897293263884592,대전-전민-119 안전센터
18,11.369306442045627,계룡소방서
19,11.536630448357828,대전-산성-119 안전센터
20,11.91268402402674,계룡소방서-계룡-119 안전센터
21,12.116678518977336,대전-문화-119 안전센터
22,12.17462926414525,대전-삼성-119 안전센터
23,12.190966862803073,보람119안전센터
24,12.406947015960233,대덕소방서
25,12.413744777913033,대전-법동-119 안전센터
26,12.78257113320526,세종소방서-한솔-119 안전센터
27,13.367308647005014,공주소방서-공주_계룡-119 안전센터
28,13.453229719824359,대전-문평-119 안전센터
29,13.513108708255784,동부소방서
