Index,init_distance,안전센터/소방서이름
0,1.3009575766595092,대전-대화-119 안전센터
1,1.5785394511120288,대전-탄방-119 안전센터
2,2.0079273883173,대전-삼성-119 안전센터
3,2.155123975934596,대전-둔산-119 안전센터
4,2.5886768551049473,대전-법동-119 안전센터
5,2.594354412166847,대덕소방서
6,2.923066100268564,대전-가양-119 안전센터
7,2.960789865589022,동부소방서
8,3.055270307059691,대전-송촌-119 안전센터
9,3.5249241287299173,대전-갈마-119 안전센터
10,3.525929200498027,둔산소방서
11,3.6413975492673,대전-태평-119 안전센터
12,3.783218423241554,대전-도룡-119 안전센터
13,3.7846486278736324,유성소방서
14,3.785716827442728,대전-부사-119 안전센터
15,3.8446835055310515,대전-월평-119 안전센터
16,4.003468830675602,대전-문화-119 안전센터
17,4.613214065843452,대전-원동-119 안전센터
18,4.904430143096101,대전-전민-119 안전센터
19,5.402095236284992,대전-용운-119 안전센터
20,5.441938400782286,대전-산성-119 안전센터
21,5.518729758053174,대전-궁동-119 안전센터
22,6.051892083564054,서부소방서
23,6.094701692703378,대전-복수-119 안전센터
24,7.212950751496612,대전-구암-119 안전센터
25,7.224373904574627,대전-가수원-119 안전센터
26,8.370258661405899,대전-노은-119 안전센터
27,9.442335923150765,대전-덕암-119 안전센터
28,9.67764967611371,대전-산내-119 안전센터
29,10.202061185545228,대전-문평-119 안전센터
