Index,distance,duration
0,4.8603000000000005,6.0600000000000005
1,5.8551,7.75
2,6.2238999999999995,8.061666666666666
3,6.7414,8.35
4,7.7125,9.275
5,8.193200000000001,9.781666666666666
6,40.588,38.15333333333333
