,0,1,2,3,4
0,0.0,1.79,3.22,3.79,43.63
1,1.83,0.0,2.08,2.3,41.85
2,3.26,2.08,0.0,3.54,40.61
3,3.78,2.29,3.74,0.0,40.24
4,42.63,40.84,40.56,39.25,0.0
