Index,distance,duration
0,5.605300000000001,6.248333333333333
1,6.4029,6.763333333333334
2,8.0401,8.291666666666666
3,9.3445,9.831666666666667
4,10.9221,11.535
5,11.4109,12.106666666666666
6,11.6357,12.188333333333333
7,40.3115,35.92833333333333
