Index,distance,duration
0,1.6733,3.1516666666666664
1,3.2696,3.9683333333333333
2,7.7825,8.22
3,7.7587,8.671666666666665
4,6.6678999999999995,8.786666666666667
5,48.6331,45.251666666666665
