,0,1,2,3,4
0,0.0,1.83,2.08,2.3,41.85
1,1.79,0.0,3.22,3.79,43.63
2,2.08,3.26,0.0,3.54,40.61
3,2.29,3.78,3.74,0.0,40.24
4,40.84,42.63,40.56,39.25,0.0
