Index,init_distance,duration,안전센터/소방서이름
0,3.895,5.585,대전-문평-119 안전센터
1,6.8694,8.625,대전-덕암-119 안전센터
2,7.3245,9.783333333333333,대전-전민-119 안전센터
3,9.101,11.793333333333333,유성소방서
4,9.1081,11.801666666666668,대전-도룡-119 안전센터
5,12.040299999999998,13.514999999999999,대덕소방서
6,12.0852,13.571666666666665,대전-법동-119 안전센터
7,12.5009,13.603333333333333,보람119안전센터
8,12.312,14.535,대전-대화-119 안전센터
9,13.8265,15.59,대전-송촌-119 안전센터
10,12.384799999999998,15.633333333333333,대전-월평-119 안전센터
11,13.244,16.181666666666665,대전-궁동-119 안전센터
12,14.3189,16.278333333333332,대전-구암-119 안전센터
13,14.148700000000002,16.415,대전-노은-119 안전센터
14,12.8408,16.74,대전-둔산-119 안전센터
15,13.1923,17.016666666666666,대전-갈마-119 안전센터
16,13.1934,17.02,둔산소방서
17,15.311,17.103333333333335,대전-가양-119 안전센터
18,14.063799999999999,17.243333333333332,대전-탄방-119 안전센터
19,15.8292,17.671666666666667,동부소방서
20,15.926,17.685,서부소방서_충북-남이-119 안전센터
21,16.1792,18.035,대전-삼성-119 안전센터
22,17.011,18.95,세종소방서-한솔-119 안전센터
23,16.2328,19.728333333333335,대전-태평-119 안전센터
24,16.6385,20.045,세종소방서-어진-119 안전센터
25,17.92,20.1,대전-부사-119 안전센터
26,17.425900000000002,20.871666666666666,조치원소방서-부강-119 안전센터
27,18.6591,21.33833333333333,동부소방서_충북-문의-119 안전센터
28,21.635099999999998,22.154999999999998,아름119안전센터
29,20.924,23.32,공주소방서-동학사-119 안전센터
