Index,init_distance,안전센터/소방서이름
0,2.592073791752676,대전-궁동-119 안전센터
1,2.7400901410301057,대전-노은-119 안전센터
2,3.6185236540101378,대전-도룡-119 안전센터
3,3.6218065820950587,유성소방서
4,3.7708744649820596,대전-월평-119 안전센터
5,4.1974698277079465,대전-구암-119 안전센터
6,5.075448156571777,둔산소방서
7,5.076046339056339,대전-갈마-119 안전센터
8,5.53971981669747,대전-둔산-119 안전센터
9,6.137577419572592,대전-전민-119 안전센터
10,6.611010346941868,대전-탄방-119 안전센터
11,6.724351606659942,대전-대화-119 안전센터
12,8.035094352971257,공주소방서-동학사-119 안전센터
13,8.142891933813312,대덕소방서
14,8.152723233742616,대전-법동-119 안전센터
15,8.356129634327997,대전-태평-119 안전센터
16,8.607025098231174,대전-가수원-119 안전센터
17,8.94521005406504,대전-삼성-119 안전센터
18,8.946582384228352,서부소방서
19,8.965278679933643,대전-문평-119 안전센터
20,8.99651252234194,대전-복수-119 안전센터
21,9.505509396471906,대전-송촌-119 안전센터
22,9.760367633385954,대전-덕암-119 안전센터
23,9.795577314987229,대전-문화-119 안전센터
24,10.000755900625713,대전-산성-119 안전센터
25,10.00277981826974,대전-가양-119 안전센터
26,10.077343465579071,동부소방서
27,10.60034002948909,대전-원내-119 안전센터
28,10.617677832584421,대전-부사-119 안전센터
29,11.092440914571508,대전-원동-119 안전센터
