,0,1,2,3,4,5
0,0.0,7.26,9.35,6.59,11.83,46.86
1,6.84,0.0,6.58,10.08,12.4,42.22
2,9.37,7.35,0.0,8.91,6.23,38.38
3,6.5,10.01,8.59,0.0,7.91,45.63
4,11.64,12.73,6.2,8.16,0.0,43.63
5,45.51,40.96,37.73,48.75,42.63,0.0
