,0,1,2,3,4
0,0.0,1.79,3.79,3.22,43.63
1,1.83,0.0,2.3,2.08,41.85
2,3.78,2.29,0.0,3.74,40.24
3,3.26,2.08,3.54,0.0,40.61
4,42.63,40.84,39.25,40.56,0.0
