Index,init_distance,안전센터/소방서이름
0,2.532834575143471,대전-문평-119 안전센터
1,2.757936609090637,대전-덕암-119 안전센터
2,2.8147218816721966,대전-전민-119 안전센터
3,5.425610253536962,유성소방서
4,5.434025678399989,대전-도룡-119 안전센터
5,6.269754420127315,대덕소방서
6,6.28590549594962,대전-법동-119 안전센터
7,6.440923795923921,대전-대화-119 안전센터
8,7.684368100510485,대전-송촌-119 안전센터
9,7.7900515420020815,대전-월평-119 안전센터
10,8.107272448029212,대전-둔산-119 안전센터
11,8.231450519123538,대전-궁동-119 안전센터
12,8.637700612837813,대전-탄방-119 안전센터
13,8.920143553436366,대전-갈마-119 안전센터
14,8.920437223767706,둔산소방서
15,9.238880179403607,대전-가양-119 안전센터
16,9.52694799760713,대전-삼성-119 안전센터
17,9.731772720726738,대전-노은-119 안전센터
18,9.779645625109282,동부소방서
19,10.580717464578633,대전-구암-119 안전센터
20,11.074915893545494,대전-태평-119 안전센터
21,11.18759462429297,대전-부사-119 안전센터
22,11.511543423130798,보람119안전센터
23,11.680930257993268,대전-용운-119 안전센터
24,11.712712687653966,대전-문화-119 안전센터
25,11.850670966096473,조치원소방서-부강-119 안전센터
26,12.081421306019015,서부소방서_충북-남이-119 안전센터
27,12.196072817825682,대전-원동-119 안전센터
28,12.978119063149052,대전-산성-119 안전센터
29,13.000129691832404,서부소방서
