Index,init_distance,안전센터/소방서이름
0,0.5318358206704196,대전-도룡-119 안전센터
1,0.5402803629208162,유성소방서
2,1.8704765917389437,대전-월평-119 안전센터
3,2.6819118082941884,대전-궁동-119 안전센터
4,2.7450594038409077,대전-둔산-119 안전센터
5,3.0985727657020883,대전-갈마-119 안전센터
6,3.0986573303307625,둔산소방서
7,3.3798430325499473,대전-대화-119 안전센터
8,3.694869066568813,대전-탄방-119 안전센터
9,3.844299608713886,대전-전민-119 안전센터
10,4.870109407603469,대덕소방서
11,4.878459645339528,대전-법동-119 안전센터
12,5.034783412636149,대전-구암-119 안전센터
13,5.183632600652546,대전-노은-119 안전센터
14,5.770820344090871,대전-삼성-119 안전센터
15,5.903659504868421,대전-태평-119 안전센터
16,6.175214771777447,대전-송촌-119 안전센터
17,6.6784232821940055,대전-가양-119 안전센터
18,6.800062894633103,동부소방서
19,7.066988886564932,대전-문화-119 안전센터
20,7.322886464525505,서부소방서
21,7.3750664842261475,대전-복수-119 안전센터
22,7.5126141166902585,대전-부사-119 안전센터
23,7.654083361325294,대전-가수원-119 안전센터
24,7.764082844315723,대전-산성-119 안전센터
25,8.145034546014248,대전-원동-119 안전센터
26,8.376218344954113,대전-문평-119 안전센터
27,8.429000221722127,대전-덕암-119 안전센터
28,9.23256408894437,대전-용운-119 안전센터
29,10.566077603625404,대전-원내-119 안전센터
