,0,1,2,3,4,5,6,7
0,0.0,6.58,7.35,6.84,9.23,11.85,12.4,42.22
1,7.35,0.0,9.22,9.37,3.06,4.55,6.23,38.38
2,7.12,9.3,0.0,10.71,11.78,13.84,14.95,39.42
3,7.26,9.35,10.73,0.0,9.27,11.11,11.83,46.86
4,9.07,2.53,11.23,8.87,0.0,3.68,4.23,40.45
5,12.15,4.68,14.32,11.06,3.09,0.0,3.26,40.61
6,12.73,6.2,14.9,11.64,3.67,3.22,0.0,43.63
7,40.96,37.73,38.3,45.51,39.04,40.56,42.63,0.0
