,0,1,2,3,4,5
0,0.0,10.01,3.42,6.5,7.91,45.63
1,10.08,0.0,11.11,6.84,12.4,42.22
2,4.4,12.51,0.0,9.83,4.8,45.68
3,6.59,7.26,8.88,0.0,11.83,46.86
4,8.16,12.73,5.08,11.64,0.0,43.63
5,48.75,40.96,46.0,45.51,42.63,0.0
