Index,init_distance,duration,안전센터/소방서이름
0,0.36110000000000003,0.9533333333333334,대전-노은-119 안전센터
1,4.2583,4.868333333333334,대전-구암-119 안전센터
2,4.0113,5.4366666666666665,대전-궁동-119 안전센터
3,5.6463,6.533333333333333,대전-월평-119 안전센터
4,7.0554,8.16,공주소방서-동학사-119 안전센터
5,6.9785,8.263333333333334,둔산소방서
6,6.9796000000000005,8.266666666666667,대전-갈마-119 안전센터
7,7.9541,9.74,대전-둔산-119 안전센터
8,8.8122,9.795,유성소방서
9,8.8193,9.803333333333335,대전-도룡-119 안전센터
10,8.973,10.125,대전-탄방-119 안전센터
11,9.5897,10.629999999999999,대전-가수원-119 안전센터
12,10.4116,11.935,대전-태평-119 안전센터
13,10.806899999999999,12.625,대전-대화-119 안전센터
14,11.727799999999998,12.726666666666667,서부소방서
15,11.1026,12.785,대전-원내-119 안전센터
16,11.5882,13.391666666666667,대전-삼성-119 안전센터
17,12.3057,13.55,대전-전민-119 안전센터
18,12.0195,13.731666666666666,대덕소방서
19,11.9588,13.751666666666667,대전-문화-119 안전센터
20,12.0644,13.788333333333332,대전-법동-119 안전센터
21,12.4689,13.985000000000001,대전-송촌-119 안전센터
22,12.4643,14.071666666666665,대전-복수-119 안전센터
23,12.7256,14.483333333333333,동부소방서
24,12.642100000000001,14.506666666666666,대전-산성-119 안전센터
25,13.1317,14.615,대전-가양-119 안전센터
26,13.3152,15.333333333333334,대전-원동-119 안전센터
27,13.5335,15.44,대전-부사-119 안전센터
28,14.7676,16.125,대전-문평-119 안전센터
29,18.3952,17.43,계룡소방서
