,0,1,2,3,4,5
0,0.0,2.61,2.29,3.74,3.78,40.24
1,2.61,0.0,4.13,3.85,5.54,37.8
2,2.3,4.13,0.0,2.08,1.83,41.85
3,3.54,3.11,2.08,0.0,3.26,40.61
4,3.79,5.5,1.79,3.22,0.0,43.63
5,39.25,36.82,40.84,40.56,42.63,0.0
