Index,init_distance,안전센터/소방서이름
0,2.1234880779849354,대전-전민-119 안전센터
1,3.104539460858359,유성소방서
2,3.112286721073008,대전-도룡-119 안전센터
3,4.854912878384622,대전-문평-119 안전센터
4,5.022244083433548,대전-대화-119 안전센터
5,5.219858767721566,대전-덕암-119 안전센터
6,5.40293442531945,대전-월평-119 안전센터
7,5.524310890553447,대덕소방서
8,5.539544534645464,대전-법동-119 안전센터
9,5.728585279886199,대전-궁동-119 안전센터
10,6.012074744267469,대전-둔산-119 안전센터
11,6.628594308728813,대전-갈마-119 안전센터
12,6.628753460428589,둔산소방서
13,6.722938442326057,대전-탄방-119 안전센터
14,7.06442658979029,대전-송촌-119 안전센터
15,7.301862638975131,대전-노은-119 안전센터
16,8.072470734010478,대전-구암-119 안전센터
17,8.115673081048032,대전-삼성-119 안전센터
18,8.295745642353832,대전-가양-119 안전센터
19,8.694424725559609,동부소방서
20,9.129013282765566,대전-태평-119 안전센터
21,9.874670770031305,대전-부사-119 안전센터
22,10.007648563117945,대전-문화-119 안전센터
23,10.754199068498583,대전-원동-119 안전센터
24,10.815696248945496,서부소방서
25,10.867535861980516,대전-복수-119 안전센터
26,10.894526029818318,대전-용운-119 안전센터
27,11.036379843720358,대전-산성-119 안전센터
28,11.198717489383622,대전-가수원-119 안전센터
29,11.48352912176681,보람119안전센터
