,0,1,2,3,4
0,0.0,4.4,5.22,4.8,70.07
1,3.42,0.0,8.34,7.91,66.74
2,5.57,8.26,0.0,1.83,73.93
3,5.08,8.16,1.79,0.0,73.83
4,67.54,65.25,72.45,72.02,0.0
