Index,init_distance,안전센터/소방서이름
0,2.86615876802276,대전-구암-119 안전센터
1,3.033177488459582,대전-가수원-119 안전센터
2,3.5449160405485656,대전-원내-119 안전센터
3,4.596265755661507,서부소방서
4,4.615519302125747,대전-복수-119 안전센터
5,4.9832130370523435,대전-궁동-119 안전센터
6,5.020845320745783,둔산소방서
7,5.021707904443267,대전-갈마-119 안전센터
8,5.057004013611151,대전-노은-119 안전센터
9,5.590903048920392,대전-월평-119 안전센터
10,6.297618846067051,대전-태평-119 안전센터
11,6.395697877562339,대전-둔산-119 안전센터
12,6.604384402819108,대전-산성-119 안전센터
13,6.893814288000873,대전-탄방-119 안전센터
14,7.697230746703101,공주소방서-동학사-119 안전센터
15,7.838660740482204,대전-문화-119 안전센터
16,7.8892585145735445,대전-도룡-119 안전센터
17,7.89786872864747,유성소방서
18,8.112665673162873,계룡소방서
19,8.15387038990502,계룡소방서-계룡-119 안전센터
20,8.968071176002534,대전-삼성-119 안전센터
21,9.159299738589112,대전-대화-119 안전센터
22,9.456230435172703,대전-원동-119 안전센터
23,9.77140010433428,대전-부사-119 안전센터
24,10.373175349082967,동부소방서
25,10.782789062598699,대전-가양-119 안전센터
26,10.867305274824748,대전-법동-119 안전센터
27,10.868183744674974,대덕소방서
28,11.178559607393368,대전-전민-119 안전센터
29,11.467471648671069,대전-송촌-119 안전센터
