Index,init_distance,안전센터/소방서이름
0,0.7175157003749801,대전-용운-119 안전센터
1,1.9039039404086018,동부소방서
2,1.9162154698952059,대전-부사-119 안전센터
3,2.2452145843837696,대전-가양-119 안전센터
4,2.6703914662047166,대전-원동-119 안전센터
5,3.0724035358073833,대전-삼성-119 안전센터
6,3.8299488057913322,대전-송촌-119 안전센터
7,4.011994044677774,대전-문화-119 안전센터
8,5.174283037756638,대전-법동-119 안전센터
9,5.190463208934236,대덕소방서
10,5.381363960655206,대전-태평-119 안전센터
11,5.526707111676772,대전-산내-119 안전센터
12,5.560962211271131,대전-탄방-119 안전센터
13,5.600777824649966,대전-대화-119 안전센터
14,5.846868505206577,대전-산성-119 안전센터
15,6.596228681194909,대전-둔산-119 안전센터
16,7.6587612301703905,서부소방서
17,7.665022667269614,대전-갈마-119 안전센터
18,7.666033254769209,둔산소방서
19,7.672926467840729,대전-복수-119 안전센터
20,8.461569756370954,대전-월평-119 안전센터
21,8.608008182228657,대전-도룡-119 안전센터
22,8.60865984397706,유성소방서
23,8.7832607886338,대전-전민-119 안전센터
24,9.372226357419272,대전-가수원-119 안전센터
25,10.125432638693114,대전-궁동-119 안전센터
26,11.070335501488662,옥천소방서-옥천_중앙-119 안전센터
27,11.35349823530793,대전-구암-119 안전센터
28,12.345425246412805,대전-덕암-119 안전센터
29,12.832781477748187,대전-원내-119 안전센터
