Index,init_distance,duration,안전센터/소방서이름
0,7.6283,9.17,보람119안전센터
1,9.2192,11.246666666666666,대전-문평-119 안전센터
2,11.1941,13.065,대전-덕암-119 안전센터
3,12.138399999999999,14.516666666666667,세종소방서-한솔-119 안전센터
4,12.6486,15.445,대전-전민-119 안전센터
5,11.743799999999998,15.816666666666666,세종소방서-어진-119 안전센터
6,16.513,17.145,조치원소방서-부강-119 안전센터
7,14.4251,17.455,유성소방서
8,14.4322,17.46333333333333,대전-도룡-119 안전센터
9,16.7626,17.721666666666668,아름119안전센터
10,15.698799999999999,17.91,대덕소방서
11,15.7437,17.966666666666665,대전-법동-119 안전센터
12,17.1425,18.541666666666668,대전-대화-119 안전센터
13,21.4897,19.673333333333336,서부소방서_충북-남이-119 안전센터
14,17.485,19.985,대전-송촌-119 안전센터
15,19.7647,20.971666666666668,대전-월평-119 안전센터
16,18.9695,21.498333333333335,대전-가양-119 안전센터
17,20.0918,21.83,대전-탄방-119 안전센터
18,18.568099999999998,21.84333333333333,대전-궁동-119 안전센터
19,19.643,21.94,대전-구암-119 안전센터
20,19.4877,22.066666666666666,동부소방서
21,19.4728,22.076666666666664,대전-노은-119 안전센터
22,18.164900000000003,22.401666666666664,대전-둔산-119 안전센터
23,19.9058,22.40666666666667,대전-삼성-119 안전센터
24,18.5164,22.678333333333335,대전-갈마-119 안전센터
25,18.5175,22.68166666666667,둔산소방서
26,23.4719,24.758333333333333,공주소방서-동학사-119 안전센터
27,24.735,25.884999999999998,조치원소방서-조치원-119 안전센터
28,23.9832,27.0,동부소방서_충북-문의-119 안전센터
29,29.915,28.583333333333332,서부소방서_충북-서부(충북)_남부-119 안전센터
