Index,init_distance,duration,안전센터/소방서이름
0,1.9502000000000002,2.753333333333333,동부소방서
1,1.9881,2.7816666666666667,대전-송촌-119 안전센터
2,2.2859000000000003,3.1133333333333337,대전-법동-119 안전센터
3,2.3002,3.1166666666666667,대전-삼성-119 안전센터
4,2.3253000000000004,3.1416666666666666,대덕소방서
5,2.1854,3.3133333333333335,대전-가양-119 안전센터
6,4.041,5.181666666666667,대전-부사-119 안전센터
7,3.7995,5.34,대전-대화-119 안전센터
8,5.317,6.483333333333333,대전-태평-119 안전센터
9,4.953600000000001,6.526666666666667,대전-탄방-119 안전센터
10,5.8342,6.95,대전-문화-119 안전센터
11,5.776,7.1033333333333335,대전-원동-119 안전센터
12,5.3873,7.138333333333334,대전-용운-119 안전센터
13,5.3937,7.998333333333333,대전-둔산-119 안전센터
14,6.5686,8.545,대전-월평-119 안전센터
15,6.982399999999999,9.041666666666666,대전-전민-119 안전센터
16,7.5475,9.055,대전-산성-119 안전센터
17,8.210899999999999,9.923333333333334,서부소방서
18,8.217,10.003333333333334,대전-복수-119 안전센터
19,7.3761,10.051666666666668,대전-갈마-119 안전센터
20,7.3772,10.055,둔산소방서
21,9.6573,10.423333333333334,대전-산내-119 안전센터
22,10.2691,10.706666666666667,대전-덕암-119 안전센터
23,8.5385,10.741666666666667,유성소방서
24,8.5456,10.75,대전-도룡-119 안전센터
25,8.976899999999999,11.661666666666667,대전-궁동-119 안전센터
26,10.5006,11.865,대전-가수원-119 안전센터
27,12.526299999999999,13.806666666666667,대전-문평-119 안전센터
28,10.8081,14.05,대전-구암-119 안전센터
29,11.1515,14.148333333333333,대전-노은-119 안전센터
