Index,init_distance,안전센터/소방서이름
0,3.6936650525054153,대전-구암-119 안전센터
1,3.7085866251917685,대전-원내-119 안전센터
2,4.654768549124223,대전-가수원-119 안전센터
3,5.238926277373581,대전-노은-119 안전센터
4,6.066819850596023,대전-궁동-119 안전센터
5,6.325177136654269,서부소방서
6,6.339126213504723,대전-복수-119 안전센터
7,6.354916281684549,공주소방서-동학사-119 안전센터
8,6.6531365825031035,둔산소방서
9,6.654071380099628,대전-갈마-119 안전센터
10,7.00339369938585,계룡소방서
11,7.00797362569739,대전-월평-119 안전센터
12,7.261090618321263,계룡소방서-계룡-119 안전센터
13,8.046281009719388,대전-둔산-119 안전센터
14,8.117970114123445,대전-태평-119 안전센터
15,8.358388624102462,대전-산성-119 안전센터
16,8.627324038351158,대전-탄방-119 안전센터
17,9.182745030669082,대전-도룡-119 안전센터
18,9.191162760231014,유성소방서
19,9.652243781625181,대전-문화-119 안전센터
20,10.766038525632082,대전-삼성-119 안전센터
21,10.778503376808901,대전-대화-119 안전센터
22,11.266823219948757,대전-원동-119 안전센터
23,11.591851980121659,대전-부사-119 안전센터
24,12.174821964920174,동부소방서
25,12.495097103312183,대전-전민-119 안전센터
26,12.504997078753163,대덕소방서
27,12.505223058130639,대전-법동-119 안전센터
28,12.567937567834397,대전-가양-119 안전센터
29,13.186204421330045,대전-송촌-119 안전센터
