,0,1,2,3,4
0,0.0,2.3,2.08,1.83,41.85
1,2.29,0.0,3.74,3.78,40.24
2,2.08,3.54,0.0,3.26,40.61
3,1.79,3.79,3.22,0.0,43.63
4,40.84,39.25,40.56,42.63,0.0
