Index,init_distance,안전센터/소방서이름
0,4.738608085729169,대전-산내-119 안전센터
1,5.040863330266306,금산소방서-추부-119 안전센터
2,9.343811754727671,대전-원동-119 안전센터
3,10.093022900612057,대전-산성-119 안전센터
4,10.245010769487678,대전-용운-119 안전센터
5,10.271754645684037,대전-부사-119 안전센터
6,10.289944717398086,대전-문화-119 안전센터
7,11.640499095302099,대전-태평-119 안전센터
8,11.646118839882414,대전-복수-119 안전센터
9,11.682371803363797,서부소방서
10,11.692505673126693,동부소방서
11,11.994223648409323,대전-삼성-119 안전센터
12,12.140222722353593,옥천소방서-옥천_중앙-119 안전센터
13,12.295721491019105,대전-가양-119 안전센터
14,12.9965056189319,대전-가수원-119 안전센터
15,13.658271158627732,대전-탄방-119 안전센터
16,13.987038026026573,금산소방서-복진-119 안전센터
17,14.015949364633991,대전-송촌-119 안전센터
18,14.642020362486726,대전-둔산-119 안전센터
19,14.672310404519862,대전-원내-119 안전센터
20,14.922725127998802,대전-갈마-119 안전센터
21,14.923354071819864,둔산소방서
22,15.11589210951255,대전-대화-119 안전센터
23,15.22444133086801,대전-법동-119 안전센터
24,15.240193250817063,대덕소방서
25,15.53221575009711,금산소방서-금산_금산-119 안전센터
26,16.24354807940836,대전-월평-119 안전센터
27,17.47559753938427,대전-구암-119 안전센터
28,17.491198204249677,대전-도룡-119 안전센터
29,17.495258342333035,유성소방서
