Index,init_distance,안전센터/소방서이름
0,3.5421177285278,대전-송촌-119 안전센터
1,3.6542743580536223,대전-용운-119 안전센터
2,3.909917351682663,대전-가양-119 안전센터
3,4.436655512263124,동부소방서
4,4.87670547331925,대전-법동-119 안전센터
5,4.887779110263945,대덕소방서
6,5.6892408788411934,대전-부사-119 안전센터
7,5.76425881784886,대전-삼성-119 안전센터
8,6.35464139243291,대전-대화-119 안전센터
9,6.6971949699883195,대전-원동-119 안전센터
10,7.743870358951109,대전-문화-119 안전센터
11,7.84803127120295,대전-탄방-119 안전센터
12,8.029662976495626,대전-전민-119 안전센터
13,8.614682831221305,대전-둔산-119 안전센터
14,8.729972181719106,대전-태평-119 안전센터
15,8.786607200032273,대전-산내-119 안전센터
16,9.393010751488832,유성소방서
17,9.396197526318034,대전-도룡-119 안전센터
18,9.6815002170081,대전-산성-119 안전센터
19,9.961202345464924,대전-갈마-119 안전센터
20,9.962228362168117,둔산소방서
21,10.078968699916913,대전-덕암-119 안전센터
22,10.149736279018793,옥천소방서-옥천_중앙-119 안전센터
23,10.247908860310783,대전-월평-119 안전센터
24,11.25442646078651,서부소방서
25,11.27904166213353,대전-복수-119 안전센터
26,11.839173239489039,대전-문평-119 안전센터
27,11.88508728206359,대전-궁동-119 안전센터
28,12.844576174269148,대전-가수원-119 안전센터
29,13.674884518700855,대전-구암-119 안전센터
