,0,1,2,3,4
0,0.0,2.29,3.78,3.74,40.24
1,2.3,0.0,1.83,2.08,41.85
2,3.79,1.79,0.0,3.22,43.63
3,3.54,2.08,3.26,0.0,40.61
4,39.25,40.84,42.63,40.56,0.0
