,0,1,2,3,4,5,6
0,0.0,6.5,3.42,7.94,10.01,7.91,45.63
1,6.59,0.0,8.88,9.27,7.26,11.83,46.86
2,4.4,9.83,0.0,4.82,12.51,4.8,45.68
3,8.4,8.87,5.71,0.0,9.07,4.23,40.45
4,10.08,6.84,11.11,9.23,0.0,12.4,42.22
5,8.16,11.64,5.08,3.67,12.73,0.0,43.63
6,48.75,45.51,46.0,39.04,40.96,42.63,0.0
