,0,1,2,3,4
0,0.0,8.91,6.24,6.23,38.38
1,8.59,0.0,3.42,7.91,45.63
2,6.4,4.4,0.0,4.8,45.68
3,6.2,8.16,5.08,0.0,43.63
4,37.73,48.75,46.0,42.63,0.0
