,0,1,2,3,4,5
0,0.0,4.4,4.82,4.8,6.4,45.68
1,3.42,0.0,7.94,7.91,8.59,45.63
2,5.71,8.4,0.0,4.23,2.53,40.45
3,5.08,8.16,3.67,0.0,6.2,43.63
4,6.24,8.91,3.06,6.23,0.0,38.38
5,46.0,48.75,39.04,42.63,37.73,0.0
