Index,init_distance,duration,안전센터/소방서이름
0,2.3670999999999998,3.7416666666666667,서부소방서
1,3.2142,5.0633333333333335,대전-가수원-119 안전센터
2,3.1374,5.183333333333334,대전-복수-119 안전센터
3,5.2036999999999995,6.465,대전-태평-119 안전센터
4,4.9557,6.593333333333334,대전-산성-119 안전센터
5,6.336399999999999,7.555000000000001,대전-문화-119 안전센터
6,6.5005,8.571666666666665,대전-원내-119 안전센터
7,6.705,9.493333333333334,대전-갈마-119 안전센터
8,6.7061,9.496666666666666,둔산소방서
9,8.169,9.665,대전-원동-119 안전센터
10,8.4788,9.943333333333333,대전-부사-119 안전센터
11,8.376700000000001,10.493333333333334,대전-삼성-119 안전센터
12,8.8192,10.69,대전-탄방-119 안전센터
13,8.3033,11.306666666666667,대전-월평-119 안전센터
14,9.9635,11.481666666666666,동부소방서
15,8.295399999999999,11.775,대전-둔산-119 안전센터
16,9.4707,12.120000000000001,대전-구암-119 안전센터
17,10.7931,12.473333333333333,대전-가양-119 안전센터
18,10.2512,13.433333333333334,대전-궁동-119 안전센터
19,11.8045,13.771666666666667,대전-용운-119 안전센터
20,11.2856,14.238333333333333,대전-대화-119 안전센터
21,12.7392,14.266666666666667,계룡소방서-계룡-119 안전센터
22,12.125200000000001,14.676666666666668,대전-노은-119 안전센터
23,11.4876,14.735000000000001,유성소방서
24,11.4947,14.743333333333334,대전-도룡-119 안전센터
25,13.1556,15.063333333333333,대전-송촌-119 안전센터
26,13.4534,15.395000000000001,대전-법동-119 안전센터
27,13.492799999999999,15.423333333333334,대덕소방서
28,13.9037,15.893333333333334,계룡소방서
29,14.6404,18.471666666666668,대전-전민-119 안전센터
