,0,1,2,3,4,5,6,7,8
0,0.0,3.11,3.54,3.09,5.0,4.68,2.08,3.26,40.61
1,3.85,0.0,2.61,6.12,2.87,6.61,4.13,5.54,37.8
2,3.74,2.61,0.0,5.55,4.8,7.46,2.29,3.78,40.24
3,3.68,6.14,6.15,0.0,6.23,2.53,4.16,4.23,40.45
4,5.41,3.0,4.8,6.2,0.0,5.48,6.32,7.74,34.34
5,4.55,6.7,7.21,3.06,5.49,0.0,6.16,6.23,38.38
6,2.08,4.13,2.3,3.57,6.32,6.11,0.0,1.83,41.85
7,3.22,5.5,3.79,3.67,7.69,6.2,1.79,0.0,43.63
8,40.56,36.82,39.25,39.04,33.71,37.73,40.84,42.63,0.0
