,0,1,2,3,4,5
0,0.0,3.42,10.01,6.5,7.91,45.63
1,4.4,0.0,12.51,9.83,4.8,45.68
2,10.08,11.11,0.0,6.84,12.4,42.22
3,6.59,8.88,7.26,0.0,11.83,46.86
4,8.16,5.08,12.73,11.64,0.0,43.63
5,48.75,46.0,40.96,45.51,42.63,0.0
