,0,1,2,3,4,5
0,0.0,1.83,3.57,5.57,2.08,41.85
1,1.79,0.0,3.67,5.08,3.22,43.63
2,4.16,4.23,0.0,5.71,3.68,40.45
3,5.22,4.8,4.82,0.0,5.72,45.68
4,2.08,3.26,3.09,6.05,0.0,40.61
5,40.84,42.63,39.04,46.0,40.56,0.0
