,0,1,2,3,4
0,0.0,4.82,4.8,4.4,45.68
1,5.71,0.0,4.23,8.4,40.45
2,5.08,3.67,0.0,8.16,43.63
3,3.42,7.94,7.91,0.0,45.63
4,46.0,39.04,42.63,48.75,0.0
