,0,1,2,3,4,5,6,7,8
0,0.0,10.67,3.0,5.48,5.41,6.2,12.49,7.74,34.34
1,10.66,0.0,13.49,14.68,15.2,15.99,13.29,18.23,24.64
2,2.87,13.37,0.0,6.61,3.85,6.12,14.67,5.54,37.8
3,5.49,14.71,6.7,0.0,4.55,3.06,9.22,6.23,38.38
4,5.0,15.5,3.11,4.68,0.0,3.09,14.32,3.26,40.61
5,6.23,16.79,6.14,2.53,3.68,0.0,11.23,4.23,40.45
6,12.59,13.41,14.69,9.3,13.84,11.78,0.0,14.95,39.42
7,7.69,18.19,5.5,6.2,3.22,3.67,14.9,0.0,43.63
8,33.71,25.0,36.82,37.73,40.56,39.04,38.3,42.63,0.0
