Index,init_distance,안전센터/소방서이름
0,3.001509328083639,대전-문평-119 안전센터
1,4.8357951378130295,대전-덕암-119 안전센터
2,6.567317454759529,조치원소방서-부강-119 안전센터
3,7.548262296805516,서부소방서_충북-남이-119 안전센터
4,8.095306403648252,대전-전민-119 안전센터
5,8.781347153815542,보람119안전센터
6,10.253363108040642,유성소방서
7,10.26088008527536,대전-도룡-119 안전센터
8,10.909950343399853,동부소방서_충북-문의-119 안전센터
9,11.121931805263145,세종소방서-어진-119 안전센터
10,11.498958863944011,대덕소방서
11,11.514951842752701,대전-법동-119 안전센터
12,11.661204776874108,세종소방서-한솔-119 안전센터
13,11.716484501426796,대전-대화-119 안전센터
14,12.452110770273169,대전-궁동-119 안전센터
15,12.480766889519199,대전-월평-119 안전센터
16,12.842471711639147,대전-송촌-119 안전센터
17,13.040925792497003,대전-노은-119 안전센터
18,13.155990704017928,대전-둔산-119 안전센터
19,13.510624117796958,아름119안전센터
20,13.762868284276212,대전-갈마-119 안전센터
21,13.762967262504523,둔산소방서
22,13.800368096650153,대전-탄방-119 안전센터
23,14.468036108260183,대전-가양-119 안전센터
24,14.5722467916346,대전-구암-119 안전센터
25,14.810661076819803,대전-삼성-119 안전센터
26,15.035140354768016,동부소방서
27,16.231765519888405,대전-태평-119 안전센터
28,16.467835847122412,대전-부사-119 안전센터
29,16.500440545648345,서부소방서_충북-서부(충북)_남부-119 안전센터
