,0,1,2,3,4
0,0.0,2.3,1.83,2.08,41.85
1,2.29,0.0,3.78,3.74,40.24
2,1.79,3.79,0.0,3.22,43.63
3,2.08,3.54,3.26,0.0,40.61
4,40.84,39.25,42.63,40.56,0.0
