,0,1,2,3,4,5
0,0.0,2.29,3.78,7.55,3.74,40.24
1,2.3,0.0,1.83,5.57,2.08,41.85
2,3.79,1.79,0.0,5.08,3.22,43.63
3,7.21,5.22,4.8,0.0,5.72,45.68
4,3.54,2.08,3.26,6.05,0.0,40.61
5,39.25,40.84,42.63,46.0,40.56,0.0
