,0,1,2,3,4
0,0.0,4.4,4.8,5.22,45.68
1,3.42,0.0,7.91,8.34,45.63
2,5.08,8.16,0.0,1.79,43.63
3,5.57,8.26,1.83,0.0,41.85
4,46.0,48.75,42.63,40.84,0.0
