,0,1,2,3,4
0,0.0,4.8,5.22,5.72,45.68
1,5.08,0.0,1.79,3.22,43.63
2,5.57,1.83,0.0,2.08,41.85
3,6.05,3.26,2.08,0.0,40.61
4,46.0,42.63,40.84,40.56,0.0
