Index,init_distance,안전센터/소방서이름
0,3.6193065230911357,대전-노은-119 안전센터
1,3.9117830929319193,공주소방서-동학사-119 안전센터
2,5.896482958900349,대전-구암-119 안전센터
3,6.309203189496617,대전-궁동-119 안전센터
4,7.961613795837219,대전-월평-119 안전센터
5,8.460363487996425,대전-도룡-119 안전센터
6,8.464328327667127,유성소방서
7,8.91086237819136,둔산소방서
8,8.911770101227326,대전-갈마-119 안전센터
9,9.829285887543618,대전-둔산-119 안전센터
10,9.978923441474096,보람119안전센터
11,10.507356798036907,세종소방서-한솔-119 안전센터
12,10.685890522996663,대전-가수원-119 안전센터
13,10.875537736755337,대전-전민-119 안전센터
14,10.882235191505604,대전-탄방-119 안전센터
15,11.14251543458758,대전-원내-119 안전센터
16,11.497354963997934,대전-대화-119 안전센터
17,11.713522391964213,서부소방서
18,11.753712345307347,대전-복수-119 안전센터
19,12.044016042661028,대전-태평-119 안전센터
20,12.522467436470263,대전-문평-119 안전센터
21,12.931200861129888,세종소방서-어진-119 안전센터
22,12.986329987254114,대덕소방서
23,12.995561209973744,대전-법동-119 안전센터
24,13.219081788711607,공주소방서-공주_계룡-119 안전센터
25,13.306105368870387,대전-산성-119 안전센터
26,13.353408177292588,대전-삼성-119 안전센터
27,13.486291265514073,계룡소방서
28,13.652929682437586,대전-문화-119 안전센터
29,13.811818480239165,대전-덕암-119 안전센터
