Index,init_distance,안전센터/소방서이름
0,2.2790791020814756,대전-전민-119 안전센터
1,2.599150553786587,대전-덕암-119 안전센터
2,3.6918684843950955,대전-문평-119 안전센터
3,4.920132004784366,대덕소방서
4,4.935535386828811,대전-법동-119 안전센터
5,5.546675467658955,대전-대화-119 안전센터
6,5.5513090758242765,유성소방서
7,5.559873799086337,대전-도룡-119 안전센터
8,6.1773806728685665,대전-송촌-119 안전센터
9,7.733947809241977,대전-둔산-119 안전센터
10,7.853845481577298,대전-가양-119 안전센터
11,7.8718937035677925,대전-월평-119 안전센터
12,8.037362043613825,대전-탄방-119 안전센터
13,8.445998898903293,대전-삼성-119 안전센터
14,8.464391374485931,동부소방서
15,8.678597759203948,대전-궁동-119 안전센터
16,8.7820212959795,대전-갈마-119 안전센터
17,8.782523008657078,둔산소방서
18,9.984968110515256,대전-부사-119 안전센터
19,10.150708146559529,대전-용운-119 안전센터
20,10.419338936749059,대전-태평-119 안전센터
21,10.620278481625862,대전-노은-119 안전센터
22,10.806231807584002,대전-문화-119 안전센터
23,11.06392453723019,대전-원동-119 안전센터
24,11.066644715632089,대전-구암-119 안전센터
25,12.274059300135747,대전-산성-119 안전센터
26,12.591459098642453,서부소방서
27,12.6399992286377,대전-복수-119 안전센터
28,12.755076477235994,서부소방서_충북-남이-119 안전센터
29,13.145121557451349,동부소방서_충북-문의-119 안전센터
