Index,init_distance,duration,안전센터/소방서이름
0,2.2769,2.7933333333333334,대전-원내-119 안전센터
1,5.4055,5.835,계룡소방서-계룡-119 안전센터
2,5.839899999999999,5.92,대전-가수원-119 안전센터
3,7.1417,6.8149999999999995,서부소방서
4,6.57,7.461666666666667,계룡소방서
5,7.911899999999999,8.256666666666666,대전-복수-119 안전센터
6,9.978200000000001,9.538333333333332,대전-태평-119 안전센터
7,8.8814,9.626666666666667,대전-구암-119 안전센터
8,9.7303,9.666666666666666,대전-산성-119 안전센터
9,11.110899999999999,10.628333333333334,대전-문화-119 안전센터
10,11.4796,12.566666666666666,대전-갈마-119 안전센터
11,11.4806,12.57,둔산소방서
12,12.9435,12.738333333333333,대전-원동-119 안전센터
13,13.2533,13.016666666666667,대전-부사-119 안전센터
14,12.0927,13.223333333333333,대전-노은-119 안전센터
15,13.151299999999999,13.566666666666666,대전-삼성-119 안전센터
16,11.2407,13.655,대전-궁동-119 안전센터
17,13.5937,13.763333333333332,대전-탄방-119 안전센터
18,12.4355,13.79,대전-월평-119 안전센터
19,14.738,14.555,동부소방서
20,13.0699,14.848333333333333,대전-둔산-119 안전센터
21,15.5677,15.546666666666665,대전-가양-119 안전센터
22,18.2937,17.091666666666665,공주소방서-동학사-119 안전센터
23,16.060200000000002,17.311666666666667,대전-대화-119 안전센터
24,18.278299999999998,17.601666666666667,대전-산내-119 안전센터
25,16.2622,17.808333333333334,유성소방서
26,16.269299999999998,17.816666666666666,대전-도룡-119 안전센터
27,18.228,18.46833333333333,대전-법동-119 안전센터
28,18.2673,18.496666666666666,대덕소방서
29,21.3936,20.791666666666668,논산소방서-논산_연산-119 안전센터
