Index,init_distance,duration,안전센터/소방서이름
0,5.1288,7.586666666666667,대전-원내-119 안전센터
1,8.2574,10.525,계룡소방서-계룡-119 안전센터
2,8.691799999999999,10.713333333333333,대전-가수원-119 안전센터
3,9.9936,11.608333333333333,서부소방서
4,9.421899999999999,12.151666666666667,계룡소방서
5,10.7638,13.05,대전-복수-119 안전센터
6,12.8301,14.331666666666667,대전-태평-119 안전센터
7,11.7333,14.42,대전-구암-119 안전센터
8,12.5822,14.46,대전-산성-119 안전센터
9,13.9628,15.421666666666665,대전-문화-119 안전센터
10,14.3315,17.36,대전-갈마-119 안전센터
11,14.3325,17.363333333333333,둔산소방서
12,15.795399999999999,17.53166666666667,대전-원동-119 안전센터
13,16.1052,17.81,대전-부사-119 안전센터
14,14.944600000000001,18.016666666666666,대전-노은-119 안전센터
15,16.0032,18.36,대전-삼성-119 안전센터
16,14.092600000000001,18.448333333333334,대전-궁동-119 안전센터
17,16.4456,18.55666666666667,대전-탄방-119 안전센터
18,15.2874,18.583333333333332,대전-월평-119 안전센터
19,17.5899,19.348333333333336,동부소방서
20,15.9218,19.641666666666666,대전-둔산-119 안전센터
21,18.4196,20.34,대전-가양-119 안전센터
22,21.145599999999998,21.78166666666667,공주소방서-동학사-119 안전센터
23,18.9121,22.105,대전-대화-119 안전센터
24,19.114099999999997,22.601666666666667,유성소방서
25,19.1212,22.61,대전-도룡-119 안전센터
26,21.079900000000002,23.261666666666667,대전-법동-119 안전센터
27,21.1192,23.290000000000003,대덕소방서
28,24.2455,25.48166666666667,논산소방서-논산_연산-119 안전센터
29,22.2669,26.33833333333333,대전-전민-119 안전센터
