Index,init_distance,안전센터/소방서이름
0,0.7805547834326411,대덕소방서
1,0.7838623868253503,대전-법동-119 안전센터
2,0.960104661371081,대전-대화-119 안전센터
3,2.0772057378560573,대전-송촌-119 안전센터
4,3.135268525932042,대전-가양-119 안전센터
5,3.3762524454568332,대전-삼성-119 안전센터
6,3.446515180521898,대전-전민-119 안전센터
7,3.4830947602676554,대전-탄방-119 안전센터
8,3.592218060642356,동부소방서
9,3.720282901766863,대전-둔산-119 안전센터
10,3.829431489975413,유성소방서
11,3.832458740378311,대전-도룡-119 안전센터
12,4.948184485769962,대전-월평-119 안전센터
13,4.975586483380667,대전-부사-119 안전센터
14,5.095470642069149,대전-갈마-119 안전센터
15,5.096361706597426,둔산소방서
16,5.603090517543264,대전-태평-119 안전센터
17,5.728881799315823,대전-용운-119 안전센터
18,5.765071256449841,대전-문화-119 안전센터
19,6.014754975084705,대전-원동-119 안전센터
20,6.4826277006760735,대전-궁동-119 안전센터
21,7.356620172739485,대전-산성-119 안전센터
22,7.634621030644114,대전-덕암-119 안전센터
23,8.025257800790326,서부소방서
24,8.068428206085532,대전-복수-119 안전센터
25,8.523231187949282,대전-구암-119 안전센터
26,8.605548606250126,대전-문평-119 안전센터
27,9.150945059706736,대전-가수원-119 안전센터
28,9.235463289517735,대전-노은-119 안전센터
29,10.723379707575182,대전-산내-119 안전센터
