Index,init_distance,duration,안전센터/소방서이름
0,15.354899999999999,17.173333333333336,대전-송촌-119 안전센터
1,16.1346,17.69,대전-용운-119 안전센터
2,15.990200000000002,17.755,동부소방서
3,15.7684,17.996666666666666,대전-가양-119 안전센터
4,17.694,18.428333333333335,대전-부사-119 안전센터
5,18.2078,18.985,대전-원동-119 안전센터
6,17.0287,19.288333333333334,대전-법동-119 안전센터
7,17.068,19.316666666666666,대덕소방서
8,17.683,19.828333333333333,대전-삼성-119 안전센터
9,18.5998,19.971666666666668,옥천소방서-옥천_중앙-119 안전센터
10,19.278200000000002,20.065,대전-산내-119 안전센터
11,19.609900000000003,20.09333333333333,대전-문화-119 안전센터
12,19.2853,21.853333333333335,대전-대화-119 안전센터
13,21.2733,22.061666666666667,대전-산성-119 안전센터
14,21.4786,22.063333333333333,대전-태평-119 안전센터
15,20.988799999999998,23.616666666666667,대전-탄방-119 안전센터
16,23.3989,23.955,서부소방서
17,23.405,24.035,대전-복수-119 안전센터
18,21.429,25.08833333333333,대전-둔산-119 안전센터
19,21.7252,25.216666666666665,대전-전민-119 안전센터
20,22.6038,25.634999999999998,대전-월평-119 안전센터
21,24.535700000000002,26.08833333333333,대전-갈마-119 안전센터
22,24.5367,26.091666666666665,둔산소방서
23,25.0119,26.881666666666668,대전-덕암-119 안전센터
24,24.0493,27.461666666666666,유성소방서
25,24.0564,27.470000000000002,대전-도룡-119 안전센터
26,25.0121,28.751666666666665,대전-궁동-119 안전센터
27,29.2989,29.44333333333333,동부소방서_충북-문의-119 안전센터
28,27.269,29.98166666666667,대전-문평-119 안전센터
29,38.8544,36.745,서부소방서_충북-남이-119 안전센터
