,0,1,2,3,4,5,6,7,8
0,0.0,7.35,6.58,19.97,11.85,9.23,12.5,12.4,42.22
1,7.12,0.0,9.3,13.41,12.59,11.78,14.69,14.95,39.42
2,7.35,9.22,0.0,14.71,5.49,3.06,6.7,6.23,38.38
3,20.17,13.29,14.68,0.0,10.66,15.99,13.49,18.23,24.64
4,12.03,12.49,5.48,10.67,0.0,6.2,3.0,7.74,34.34
5,9.07,11.23,2.53,16.79,6.23,0.0,6.14,4.23,40.45
6,13.15,14.67,6.61,13.37,2.87,6.12,0.0,5.54,37.8
7,12.73,14.9,6.2,18.19,7.69,3.67,5.5,0.0,43.63
8,40.96,38.3,37.73,25.0,33.71,39.04,36.82,42.63,0.0
