,0,1,2,3,4,5,6
0,0.0,7.12,9.3,12.59,13.41,14.95,39.42
1,7.35,0.0,6.58,11.85,19.97,12.4,42.22
2,9.22,7.35,0.0,5.49,14.71,6.23,38.38
3,12.49,12.03,5.48,0.0,10.67,7.74,34.34
4,13.29,20.17,14.68,10.66,0.0,18.23,24.64
5,14.9,12.73,6.2,7.69,18.19,0.0,43.63
6,38.3,40.96,37.73,33.71,25.0,42.63,0.0
