,0,1,2,3,4
0,0.0,4.4,4.8,9.83,45.68
1,3.42,0.0,7.91,6.5,45.63
2,5.08,8.16,0.0,11.64,43.63
3,8.88,6.59,11.83,0.0,46.86
4,46.0,48.75,42.63,45.51,0.0
