Index,init_distance,duration,안전센터/소방서이름
0,5.3848,11.313333333333333,계룡소방서-계룡-119 안전센터
1,6.549300000000001,13.058333333333334,계룡소방서
2,10.4564,14.808333333333334,대전-가수원-119 안전센터
3,9.0054,15.686666666666667,대전-원내-119 안전센터
4,11.7248,15.831666666666667,서부소방서
5,12.495,17.273333333333333,대전-복수-119 안전센터
6,14.5613,18.555,대전-태평-119 안전센터
7,14.3134,18.683333333333334,대전-산성-119 안전센터
8,15.694,19.645,대전-문화-119 안전센터
9,16.0627,21.583333333333332,대전-갈마-119 안전센터
10,16.0637,21.586666666666666,둔산소방서
11,17.5266,21.755,대전-원동-119 안전센터
12,16.7129,21.865000000000002,대전-구암-119 안전센터
13,17.8364,22.033333333333335,대전-부사-119 안전센터
14,18.642599999999998,22.358333333333334,공주소방서-동학사-119 안전센터
15,17.7344,22.583333333333332,대전-삼성-119 안전센터
16,18.1768,22.779999999999998,대전-탄방-119 안전센터
17,17.4524,22.93,대전-월평-119 안전센터
18,17.4934,23.178333333333335,대전-궁동-119 안전센터
19,19.321099999999998,23.571666666666665,동부소방서
20,17.653,23.865000000000002,대전-둔산-119 안전센터
21,19.3674,24.421666666666667,대전-노은-119 안전센터
22,20.1508,24.563333333333333,대전-가양-119 안전센터
23,21.7424,26.058333333333334,논산소방서-논산_연산-119 안전센터
24,20.6433,26.328333333333333,대전-대화-119 안전센터
25,22.8614,26.618333333333332,대전-산내-119 안전센터
26,20.845299999999998,26.825,유성소방서
27,20.852400000000003,26.833333333333332,대전-도룡-119 안전센터
28,35.2,36.781666666666666,금산소방서-추부-119 안전센터
29,27.216900000000003,37.92166666666667,금산소방서-복진-119 안전센터
