,0,1,2,3,4,5,6,7
0,0.0,3.0,5.48,5.41,4.8,6.2,7.74,34.34
1,2.87,0.0,6.61,3.85,2.61,6.12,5.54,37.8
2,5.49,6.7,0.0,4.55,7.21,3.06,6.23,38.38
3,5.0,3.11,4.68,0.0,3.54,3.09,3.26,40.61
4,4.8,2.61,7.46,3.74,0.0,5.55,3.78,40.24
5,6.23,6.14,2.53,3.68,6.15,0.0,4.23,40.45
6,7.69,5.5,6.2,3.22,3.79,3.67,0.0,43.63
7,33.71,36.82,37.73,40.56,39.25,39.04,42.63,0.0
