Index,init_distance,안전센터/소방서이름
0,4.569634843594279,조치원소방서-부강-119 안전센터
1,4.943080147324157,대전-문평-119 안전센터
2,5.709331953242596,서부소방서_충북-남이-119 안전센터
3,6.489398972726046,대전-덕암-119 안전센터
4,8.939724151865997,보람119안전센터
5,9.987483643429712,동부소방서_충북-문의-119 안전센터
6,10.16561442624724,대전-전민-119 안전센터
7,10.701837768522632,세종소방서-어진-119 안전센터
8,11.753463309333004,세종소방서-한솔-119 안전센터
9,12.368051571762342,유성소방서
10,12.37553819058306,대전-도룡-119 안전센터
11,13.052409102398176,아름119안전센터
12,13.498879575563697,대덕소방서
13,13.514710015833483,대전-법동-119 안전센터
14,13.79191342243417,대전-대화-119 안전센터
15,14.512601101026526,대전-궁동-119 안전센터
16,14.583776315692916,서부소방서_충북-서부(충북)_남부-119 안전센터
17,14.58527472603843,대전-월평-119 안전센터
18,14.7968498212239,대전-송촌-119 안전센터
19,14.960042974527608,대전-노은-119 안전센터
20,15.271715874093886,대전-둔산-119 안전센터
21,15.65968611525117,조치원소방서-조치원-119 안전센터
22,15.846366904524796,서부소방서_충북-서부(충북)_중앙-119 안전센터
23,15.874465326923131,대전-갈마-119 안전센터
24,15.874554546698176,둔산소방서
25,15.909704610623102,대전-탄방-119 안전센터
26,16.458291253943585,대전-가양-119 안전센터
27,16.58830046063813,대전-구암-119 안전센터
28,16.871043353317017,대전-삼성-119 안전센터
29,17.045094015644437,동부소방서
