Index,init_distance,안전센터/소방서이름
0,2.329576904234741,대전-문평-119 안전센터
1,4.411618306432684,대전-덕암-119 안전센터
2,6.921682449159804,대전-전민-119 안전센터
3,7.790516341121847,조치원소방서-부강-119 안전센터
4,8.498647328696071,보람119안전센터
5,8.886248169314847,유성소방서
6,8.893566549233485,대전-도룡-119 안전센터
7,8.972845885082066,서부소방서_충북-남이-119 안전센터
8,10.429814970792291,대덕소방서
9,10.445963529935113,대전-법동-119 안전센터
10,10.511336497784985,대전-대화-119 안전센터
11,11.023634668595903,대전-궁동-119 안전센터
12,11.083375963459092,대전-월평-119 안전센터
13,11.170920409086992,세종소방서-어진-119 안전센터
14,11.352842516902076,세종소방서-한솔-119 안전센터
15,11.62439512725511,대전-노은-119 안전센터
16,11.818243094856983,대전-둔산-119 안전센터
17,11.832538806752149,대전-송촌-119 안전센터
18,12.036369029937292,동부소방서_충북-문의-119 안전센터
19,12.380786784373162,대전-갈마-119 안전센터
20,12.380855691489982,둔산소방서
21,12.499547554281152,대전-탄방-119 안전센터
22,13.139157449129707,대전-구암-119 안전센터
23,13.398866443325051,대전-가양-119 안전센터
24,13.545254831238879,아름119안전센터
25,13.62627318344612,대전-삼성-119 안전센터
26,13.934365100822006,동부소방서
27,14.92157356719842,대전-태평-119 안전센터
28,15.316482157029114,대전-부사-119 안전센터
29,15.669131521750339,공주소방서-동학사-119 안전센터
