Index,init_distance,안전센터/소방서이름
0,1.0101473302662953,대전-법동-119 안전센터
1,1.0251313417641394,대덕소방서
2,1.0807030023994457,대전-송촌-119 안전센터
3,1.752579171682376,대전-대화-119 안전센터
4,2.00352815330786,대전-가양-119 안전센터
5,2.536434294612202,동부소방서
6,2.6630797346038935,대전-삼성-119 안전센터
7,3.6056540389057927,대전-탄방-119 안전센터
8,4.049193472430778,대전-부사-119 안전센터
9,4.146658841538646,대전-둔산-119 안전센터
10,4.538273365696648,대전-전민-119 안전센터
11,4.570303080725414,대전-용운-119 안전센터
12,4.8743850032156955,유성소방서
13,4.876422567824629,대전-도룡-119 안전센터
14,5.155022745975881,대전-원동-119 안전센터
15,5.17136542722908,대전-문화-119 안전센터
16,5.336103517242378,대전-태평-119 안전센터
17,5.536485887722586,대전-갈마-119 안전센터
18,5.537466625306019,둔산소방서
19,5.656357345692698,대전-월평-119 안전센터
20,6.927312171802235,대전-산성-119 안전센터
21,7.275205181583628,대전-궁동-119 안전센터
22,7.877190097851061,서부소방서
23,7.915640607103879,대전-복수-119 안전센터
24,8.435716786531415,대전-덕암-119 안전센터
25,9.155053276120135,대전-구암-119 안전센터
26,9.176897844768078,대전-가수원-119 안전센터
27,9.567766302191936,대전-문평-119 안전센터
28,9.65970376616614,대전-산내-119 안전센터
29,10.089464177633761,대전-노은-119 안전센터
